상품번호,코드,상품명,판매가,정가,배송비,즉시할인,포인트,바코드,오퍼코드,옵션코드
47085,20-07-04,광동 남헛개차 340ml 20개,13600.0,17700.0,3000.0,0.0,0.0,,OFR30629533,SKU85186218
47086,12-37-02,동원 옥수수수염차 350ml 24개,11520.0,14800.0,3000.0,0.0,0.0,,OFR54958779,SKU67734323
47087,23-333,웅진 광명찾은 결명자차 500ml 20개,13400.0,17400.0,3000.0,0.0,0.0,,OFR80650032,SKU32656612
47088,20-02,광동 옥수수수염차 500ml 20개,17400.0,21500.0,3000.0,0.0,0.0,,OFR94610502,SKU32797543
47089,21-08,남양 17차 500ml 20개,13400.0,17400.0,3000.0,0.0,0.0,,OFR44920544,SKU01955880
47090,20-08-04,광동제약 남 헛개차 500ml 20개,15600.0,19000.0,3000.0,0.0,0.0,,OFR89151077,SKU61648179
47091,55-04,이노엔 헛개수 500ml 20개,14200.0,18500.0,3000.0,0.0,0.0,,OFR82268056,SKU61838201
47092,31-03-07,몬스터 에너지 망고로코 355ml 24개,31600.0,40900.0,3000.0,0.0,0.0,,OFR74615035,SKU95550333
47093,31-03-01,몬스터 에너지 드링크 울트라 355ml 24개,31600.0,39600.0,3000.0,0.0,0.0,,OFR00105151,SKU44454162
47094,31-03-03,몬스터에너지 울트라시트라 355ml 24개,31600.0,40200.0,3000.0,0.0,0.0,,OFR42887598,SKU14295442
47095,31-03-02,몬스터 에너지 드링크 오리지날 그린 355ml 24개,31600.0,40200.0,3000.0,0.0,0.0,,OFR65235858,SKU62944947
47097,27-17-05,롯데 트레비 자몽 500ml 6개,5160.0,6100.0,3000.0,0.0,0.0,,OFR05714581,SKU51286340
47098,27-17-04,롯데 트레비 레몬 500ml 6개,5050.0,6100.0,3000.0,0.0,0.0,,OFR18557772,SKU14326464
47099,27-04-05,밀키스 제로 500ml 6개,6300.0,8000.0,3000.0,0.0,0.0,,OFR61136815,SKU96872107
47100,25-50-06,진로 토닉워터 600ml 20개,21500.0,25900.0,3000.0,0.0,0.0,,OFR31149311,SKU35149348
47101,27-04-03,롯데칠성 밀키스 1.5L 12개,20000.0,24200.0,3000.0,0.0,0.0,,OFR18392646,SKU52862136
47102,28-09,동아 오란씨 오렌지 1.5L 12개,15700.0,20400.0,3000.0,0.0,0.0,,OFR25162234,SKU37863677
47103,29-07-01,일화 탑씨 포도 1.5L 12개,11500.0,14500.0,3000.0,0.0,0.0,,OFR72703139,SKU35008830
47104,29-08,일화 탑씨 파인애플 1.5L 12개,11400.0,13700.0,3000.0,0.0,0.0,,OFR08070922,SKU36617398
47105,29-07,일화 탑씨 오렌지 1.5L 12개,13000.0,14000.0,3000.0,0.0,0.0,,OFR56510617,SKU28602138
47106,29-04,일화 초정탄산수 1.5L 12개,14500.0,18900.0,3000.0,0.0,0.0,,OFR98484802,SKU54983137
47107,35-27-02,참맑은 피로엔 캔 175ml 30개,8400.0,10900.0,3000.0,0.0,0.0,,OFR63298821,SKU53810348
47108,21-17-03,트레비 190ml 캔 30개,10000.0,10000.0,3000.0,0.0,0.0,,OFR11326279,SKU90762497
47110,28-12,데미소다 애플 250ml 30개,15800.0,20500.0,3000.0,0.0,0.0,,OFR45876632,SKU49684220
47111,31-11,캐나다드라이 토닉워터 캔 250ml 30개,15900.0,20700.0,3000.0,0.0,0.0,,OFR04547989,SKU72312856
47112,27-04,롯데칠성 밀키스 250ml 30개,17800.0,23100.0,3000.0,0.0,0.0,,OFR39137251,SKU99981524
47113,25-50-04,진로 토닉워터 캔 250ml 30개,16300.0,20000.0,3000.0,0.0,0.0,,OFR01798211,SKU03036527
47114,31-55,캐나다드라이 클럽소다 250ml 30개,15800.0,20500.0,3000.0,0.0,0.0,,OFR23349061,SKU45971758
47115,31-29,캐나다드라이 진저엘 250ml 30개,15800.0,20500.0,3000.0,0.0,0.0,,OFR26816838,SKU63364260
47116,29-05,일화 초정 탄산수 250ml 30개,12600.0,15800.0,3000.0,0.0,0.0,,OFR35510692,SKU03005051
47117,27-01-02,롯데 핫식스 오리지널 250ml 30개,18800.0,24400.0,3000.0,0.0,0.0,,OFR18132563,SKU47904727
47118,25-50-08,하이트진로 토닉워터 홍차 제로 300ml PET 24입,17100.0,21400.0,3000.0,0.0,0.0,,OFR90248777,SKU09421942
47119,25-50-02,진로 토닉워터 깔라만씨 300ml 24개,16500.0,21300.0,3000.0,0.0,0.0,,OFR87820302,SKU80197838
47120,25-50-01,진로 토닉워터 300ml 24개,16600.0,20900.0,3000.0,0.0,0.0,,OFR55979078,SKU37334432
47123,65-03,페리에 플레인 330ml 24개,31200.0,39200.0,3000.0,0.0,0.0,,OFR16739611,SKU91189545
47124,27-04-01,롯데칠성 밀키스 캔 340ml 24개,13940.0,16400.0,3000.0,0.0,0.0,,OFR97430442,SKU61469582
47126,31-24,코카콜라 닥터페퍼 350ml 24개,15300.0,19900.0,3000.0,0.0,0.0,,OFR73476028,SKU81712738
