대분류명,중분류명,소분류명,상품코드,관리코드,상품명,규격,박스내품,매입단가,박스매입단가,매출단가,박스매출단가,매익률,최종재고,박스,낱개,최대 주문수량,긴글비고,판매자관리코드,SKU코드
기본 대분류,세제외-A동,피죤,000303,40-01..,피죤1600(미모사),1600*2*4,8,1562.5,12500,1937,15496,0.2397,0,0,,0,,,
기본 대분류,세제외-A동,피죤,000304,40-10-03,피죤 2500*600ml*4 (핑크),2500ml*600ml,4,2375,9500,2750,11000,0.1579,0,0,0,0,,,
기본 대분류,세제외-A동,농심,000314,01-42,프링글스핫&스파이시(112),110g*12,12,1550,18600,2000,24000,0.2903,4840,403,4,0,,,
기본 대분류,세제외-A동,농심,000315,01-44,프링글스치즈버거,110g*12,12,1150,13800,1500,18000,0.3043,0,0,,0,,,
기본 대분류,세제외-A동,농심,000316,01-43,프링글스치즈(112),110g*12,12,1550,18600,1800,21600,0.1613,1404,117,0,0,,,
기본 대분류,세제외-A동,농심,000317,01-40,프링글스오리지날 (112),110g*12,12,1550,18600,2000,24000,0.2903,1596,133,0,0,,,
기본 대분류,세제외-A동,농심,000318,01-41,프링글스양파 (112),110g*12,12,1550,18600,2000,24000,0.2903,1884,157,0,0,,,
기본 대분류,세제외-A동,농심,000319,01-48,프링글스버터카라멜(112),110g*12,12,1314,15768,1500,18000,0.1416,0,0,0,0,,,
기본 대분류,세제외-A동,농심,000320,01-45,프링글스바비큐,110g*12,12,1250,15000,1500,18000,0.2,0,0,0,0,,,
기본 대분류,세제외-A동,농심,000321,01-47,프링글스마요치즈(112),110g*12,12,1314,15768,1500,18000,0.1416,0,0,0,0,,,
기본 대분류,세제외-A동,농심,000322,01-49,프링글스 클래식(112),110g*12,12,1020,12240,1333,15996,0.3069,0,0,0,0,,,
기본 대분류,세제외-A동,농심,000323,01-51,프링글스 크리미쉬림프(새우맛),110*12,12,1200,14400,1583,18996,0.3192,0,0,0,0,,,
기본 대분류,세제외-A동,농심,000324,01-51-01,프링글스 블랙페퍼크림 (킹크랩),110g*12,12,1200,14400,1500,18000,0.25,0,0,0,0,,,
기본 대분류,음료-B동,동아제약,000326,28-61-07,프리미엄아우성(콘돔)10입*18,(10p*10)*18,180,450,81000,888,159840,0.9733,0,0,0,0,,,
기본 대분류,음료-B동,동아제약,000327,28-61-08,프리미엄아우성(콘돔)10입,(10p*10),10,450,4500,900,9000,1,0,0,0,0,,,
기본 대분류,음료-B동,풀무원,000331,480,풀무원샘물500 (112),500ml*20,20,115,2300,175,3500,0.5217,25420,1271,0,0,,,
기본 대분류,음료-B동,동아오츠카,000336,28-01,포카리캔 240 (99/90),240ml*30,30,586.5,17595,750,22500,0.2788,7080,236,0,0,,,
기본 대분류,음료-B동,동아오츠카,000337,28-04,포카리[뚱캔]340 (88),340ml*24,24,602.8333,14467.9992,770.8333,18499.9992,0.2787,2592,108,0,0,,,
기본 대분류,음료-B동,동아오츠카,000338,28-040,포카리 Pet 340(72),340ml*20,20,465,9300,525,10500,0.129,0,0,0,0,,,
기본 대분류,음료-B동,동아오츠카,000339,28-03,포카리 500 (63),500ml*20,20,1016.6,20332,1300,26000,0.2788,5960,298,0,0,,,
기본 대분류,음료-B동,동아오츠카,000340,28-02,포카리 1.5 (40),1.5L*12,12,1876.8333,22521.9996,2166.6667,26000.000400000004,0.1544,1272,106,0,0,,,
기본 대분류,음료-B동,해태음료,000343,32-01.,포도봉봉24입,238ml*24,24,488.5114,11724.2736,604.1667,14500.0008,0.2368,-1752,-73,0,0,,,
기본 대분류,통조림-C동,펭귄,000345,14-03.,펭귄황도(신형)2절(96),400g*24,24,1353,32472,1600,38400,0.1826,1551,64,15,0,,,
기본 대분류,통조림-C동,펭귄,000346,14-10,펭귄황도슬라이스(96),400g*24,24,1120,26880,1600,38400,0.4286,5322,221,18,0,,,
기본 대분류,통조림-C동,펭귄,000347,14-03,펭귄황도(小) 구형,400g*24,24,1170,28080,1300,31200,0.1111,0,0,0,0,,,
기본 대분류,통조림-C동,펭귄,000349,14-15,펭귄번데기,130g*48,48,650,31200,958.343,46000.464,0.4744,0,0,0,0,,,
기본 대분류,통조림-C동,펭귄,000351,14-04,펭귄백도(2절),400g*24,24,1353,32472,1600,38400,0.1826,-279,-11,-15,0,,,
기본 대분류,통조림-C동,펭귄,000355,14-25,펭귄꽁치1.88(덕용),1.88k*6,6,14500,87000,16500,99000,0.1379,240,40,0,0,,,
기본 대분류,통조림-C동,펭귄,000356,14-01,펭귄꽁치(한마리) 400 (96),400g*24,24,2780,66720,4000,96000,0.4388,9744,406,0,0,,,
기본 대분류,통조림-C동,펭귄,000358,14-05,펭귄골뱅이(大),400g*24,24,3650,87600,4200,100800,0.1507,0,0,0,0,,,
기본 대분류,통조림-C동,펭귄,000359,14-02-02,"펭귄고등어(신형) /100,96,88",400g*24,24,2310,55440,3000,72000,0.2987,449,18,17,0,,,
기본 대분류,통조림-C동,펭귄,000360,14-02,펭귄고등어 (구형)/100,400g*24,24,1250,30000,1600,38400,0.28,0,0,0,0,,,
기본 대분류,통조림-C동,강구나루,000361,14-12-01,펭귄HC청어 400g(강구나루)/100,400g*24,24,1300,31200,1875,45000,0.4423,0,0,0,0,,,
기본 대분류,통조림-C동,강구나루,000362,14-12,펭귄HC꽁치400g(강구나루)(100),400g*24,24,2350,56400,2916,69984,0.2409,13614,567,6,0,,,
기본 대분류,통조림-C동,강구나루,000363,14-13,펭귄HC고등어400g(강구나루)/100,400g*24,24,1500,36000,2000,48000,0.3333,-36,-1,-12,0,,,
기본 대분류,통조림-C동,펭귄,000365,14-01-01,펭귄 김치꽁치380,380g*24,24,1600,38400,1800,43200,0.125,0,0,0,0,,,
기본 대분류,통조림-C동,펭귄,000366,14-39,펭귄 과일선물 1-A호(백도4+황도4),(백도4+황도4)*6세트,6,9040,54240,11667,70002,0.2906,0,0,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,000367,27-15-01,펩시콜라캔기획250(4+2),250*(4+2)*(120),6,1750,10500,2000,12000,0.1429,0,0,,0,,,
기본 대분류,음료-B동,롯데칠성음료,000368,27-15-02,펩시콜라캔190 (143),190ml*30,30,374.0219,11220.657000000001,510,15300,0.3636,11640,388,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,000369,27-360,펩시콜라스터비 245ml(업소용)(135),245ml*24,24,379.625,9111,500,12000,0.3171,0,0,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,000370,27-96,펩시콜라 600,600*20,20,1073.7,21474,1815,36300,0.6904,0,0,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,000371,27-11,펩시콜라 500 (업소용) (84),500ml*20,20,595.65,11913,700,14000,0.1752,6060,303,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,000372,27-36,펩시콜라 355 (업소용) (99),355ml*24,24,540.6667,12976.0008,704.1667,16900.0008,0.3024,6888,287,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,000373,27-15,펩시콜라 250 (110/121),250ml*30,30,572.7,17181,761.6667,22850.001,0.33,570,19,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,000374,27-26,펩시콜라제로 1.5 (55),1.5L*12,12,1789.775,21477.300000000003,2083.3333,24999.999599999996,0.164,108,9,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,000375,27-26-01,펩시콜라 1.25 (업소용) (60),1.25*12,12,992.7278,11912.7336,1166.6667,14000.0004,0.1752,6348,529,0,0,,,
기본 대분류,세제외-A동,피엔지,000377,04-05,페브리지(허브)370g,370g*15,15,2900,43500,3466,51990,0.1952,0,0,,0,,,
기본 대분류,세제외-A동,피엔지,000378,04-09,페브리지(은은한향)370g,370g*15,15,2700,40500,3466,51990,0.2837,0,0,,0,,,
기본 대분류,세제외-A동,피엔지,000379,04-04,페브리지(은은)370+320*12,370+320*12,12,5000,60000,5833,69996,0.1666,0,0,,0,,,
기본 대분류,세제외-A동,피엔지,000380,04-06,페브리지(상쾌)370g,370g*15,15,2700,40500,3466,51990,0.2837,0,0,,0,,,
기본 대분류,세제외-A동,피엔지,000381,04-04.,페브리지(상쾌)370+320*12,370+320*12,12,5000,60000,6000,72000,0.2,0,0,,0,,,
기본 대분류,세제외-A동,피엔지,000382,04-07,페브리지(무향)370g,370g*12,12,4700,56400,5833,69996,0.2411,0,0,,0,,,
기본 대분류,세제외-A동,피엔지,000383,04-08,페브리지(다우니)370*g,370g*15,15,2900,43500,3466,51990,0.1952,0,0,,0,,,
기본 대분류,세제외-A동,피엔지,000384,04-11,페브리즈(은은향)리필,320*24,24,2400,57600,2916,69984,0.215,0,0,,0,,,
기본 대분류,세제외-A동,피엔지,000385,04-10,페브리즈(상쾌한향)리필,320*24,24,2400,57600,2916,69984,0.215,0,0,,0,,,
기본 대분류,음료-B동,커피앤칵테일,000396,65-03-02,페리에자몽 330ml (81),330ml*24,24,733,17592,875,21000,0.1937,0,0,0,0,,,
기본 대분류,음료-B동,커피앤칵테일,000397,65-03,페리에 플레인 330ml (81),(330ml*24),24,1089,26136,1250,30000,0.1478,9792,408,0,0,,,
기본 대분류,음료-B동,커피앤칵테일,000398,65-03-06,페리에[복숭아] 330ml(81),330ml*24,24,833.353,20000.471999999998,1108.353,26600.472,0.33,0,0,0,0,,,
기본 대분류,음료-B동,커피앤칵테일,000399,65-02,페리에[레몬] 330ml (81),330ml*24,24,541.6667,13000.0008,1108.373,26600.952,1.0462,0,0,0,0,,,
기본 대분류,음료-B동,커피앤칵테일,000400,65-01,페리에 라임캔250ml (132),(250ml*30),30,968,29040,1200,36000,0.2397,0,0,0,0,,,
기본 대분류,세제외-A동,헨켈(퍼실),000413,09-06,퍼실(일반)2.7+1.8,2.7+1.8*4,4,12500,50000,15000,60000,0.2,0,0,,0,,,
기본 대분류,세제외-A동,헨켈(퍼실),000414,09-05,퍼실(일반)2.7,2.7*4,4,8250,33000,10000,40000,0.2121,0,0,,0,,,
기본 대분류,세제외-A동,헨켈(퍼실),000415,09-07,퍼실(드럼)2.7+1.8*4,2.7+1.8*4,4,12500,50000,15000,60000,0.2,0,0,,0,,,
기본 대분류,세제외-A동,헨켈(퍼실),000416,09-05.,퍼실(드럼)2.7,2.7*4,4,9500,38000,12500,50000,0.3158,0,0,,0,,,
기본 대분류,음료-B동,기타음료,000417,17-12-01,팬파인애플쥬스 1L,1L*12,12,1508.3333,18099.9996,1833,21996,0.2152,0,0,0,0,,,
기본 대분류,음료-B동,해태음료,000420,32-04.,팬돌이블루/해태,300*20,20,591,11820,750,15000,0.269,0,0,,0,,,
기본 대분류,세제외-A동,기타,000421,80-81-02,패션입체마스크(소분),20입,20,400,8000,600,12000,0.5,0,0,0,0,,,
기본 대분류,세제외-A동,기타,000422,80-81,패션입체마스크,20입*50,50,8000,400000,12000,600000,0.5,0,0,0,0,,,
기본 대분류,세제외-A동,유한양행,000424,03-02.,팡뚜러/2L*6,2L*6,6,1083.33333333333,6499.99999999998,1250,7500,0.1538,0,0,,0,,,
기본 대분류,세제외-A동,유한양행,000425,03-02,팡뚜러/1L*12(휴먼텍),1k*12,12,541.666666666667,6500.000000000004,666,7992,0.2295,0,0,,0,,,
기본 대분류,세제외-A동,팔도,000428,22-51-07,팔도틈새볶음면 컵,130*16,16,877,14032,1063,17008,0.2121,0,0,0,0,,,
기본 대분류,세제외-A동,팔도,000429,22-51-01,팔도틈새볶음면,130*32,32,658.625,21076,781,24992,0.1858,0,0,0,0,,,
기본 대분류,세제외-A동,팔도,000430,22-51-00,팔도틈새라면 매운김치(4*8),120g*32,32,659,21088,781,24992,0.1851,0,0,0,0,,,
기본 대분류,세제외-A동,팔도,000431,22-51,팔도틈새라면,120g*40,40,850.65,34026,950,38000,0.1168,120,3,0,0,,,
기본 대분류,세제외-A동,팔도,000432,22-51-02,팔도틈새떡볶이,166*16,16,1606,25696,1875,30000,0.1675,0,0,0,0,,,
기본 대분류,세제외-A동,팔도,000433,54-21-02,팔도쫄비빔면(40입),(5*8),8,3100,24800,3400,27200,0.0968,0,0,0,0,,,
기본 대분류,세제외-A동,팔도,000434,22-23-05,팔도짬뽕왕뚜껑,110g*18,18,993.5556,17884.0008,1000,18000,0.0065,594,33,0,0,,,
기본 대분류,세제외-A동,팔도,000435,22-51-03,팔도짜장면(32입),4*8,8,4750,38000,5250,42000,0.1053,0,0,0,0,,,
기본 대분류,세제외-A동,팔도,000437,22-51-05,팔도일품해물라면,120g*40,40,614.8,24592,700,28000,0.1386,0,0,0,0,,,
기본 대분류,세제외-A동,팔도,000438,22-51-04,팔도일품삼선짜장,120g*32,32,610.5,19536,687,21984,0.1253,0,0,0,0,,,
기본 대분류,세제외-A동,팔도,000439,22-23-02,팔도우동왕뚜껑,(110*18),18,725.8889,13066.0002,1000,18000,0.3776,0,0,,0,,,
기본 대분류,세제외-A동,팔도,000440,22-51-06,팔도왕짬뽕(불)(32입),(4*8),8,3738,29904,5000,40000,0.3376,0,0,,0,,,
기본 대분류,세제외-A동,팔도,000441,22-23-06,팔도왕뚜껑기획(왕뚜3+김치왕뚜3),(왕뚜6*3),3,4506.6667,13520.0001,5500,16500,0.2204,0,0,0,0,,,
기본 대분류,세제외-A동,팔도,000442,22-22-01,팔도왕뚜껑UP,130*18,18,725.8889,13066.0002,1000,18000,0.3776,0,0,0,0,,,
기본 대분류,세제외-A동,팔도,000443,22-22,팔도왕뚜껑,110g*18,18,993.5556,17884.0008,1138.8889,20500.0002,0.1463,-198,-11,0,0,,,
기본 대분류,세제외-A동,팔도,000445,54-21,팔도비빔면멀티(40입)/(56/64),5*8,8,3062.5,24500,4375,35000,0.4286,1616,202,0,0,,,
기본 대분류,세제외-A동,팔도,000446,54-21-04,팔도비빔면기획 (5+1),(6*8),48,2776.125,133254,3250,156000,0.1707,0,0,0,0,,,
기본 대분류,세제외-A동,팔도,000447,54-21-03,팔도비빔면 컵,115*16,16,1002.8125,16045,1125,18000,0.1218,240,15,0,0,,,
기본 대분류,반품,반품,000448,60-09,팔도비락반품,,0,0,0,0,0,0,13,0,13,0,,,
기본 대분류,세제외-A동,팔도,000449,22-40,팔도라볶이(32입),(4*8),8,2374.375,18995,3000,24000,0.2635,0,0,0,0,,,
기본 대분류,세제외-A동,팔도,000450,81-04,팔도도시락컵,86g*24,24,744.375,17865,916.6667,22000.0008,0.2315,0,0,0,0,,,
기본 대분류,세제외-A동,팔도,000451,22-23-07,팔도더왕뚜껑 멀티 (4입),(4*8),8,2058,16464,2500,20000,0.2148,0,0,0,0,,,
기본 대분류,세제외-A동,팔도,000452,22-42,팔도남자라면멀티(40),5*8,8,2575.75,20606,3125,25000,0.2132,0,0,0,0,,,
기본 대분류,세제외-A동,팔도,000453,22-36,팔도꼬꼬면멀티(40입),(5*8),8,3137.625,25101,3500,28000,0.1155,0,0,,0,,,
기본 대분류,세제외-A동,팔도,000454,22-23-01,팔도김치왕뚜껑,110g*18,18,993.5556,17884.0008,1138.8889,20500.0002,0.1463,216,12,0,0,,,
기본 대분류,세제외-A동,팔도,000455,81-05,팔도김치도시락컵,(86*24),24,510.5417,12253.0008,625,15000,0.2242,0,0,0,0,,,
기본 대분류,음료-B동,광동제약,000458,54-100,파워오투[오렌지레몬] (48),500ml*24,24,895.8333,21499.9992,1291.6667,31000.0008,0.4419,0,0,0,0,,,
기본 대분류,음료-B동,농심,000459,54-102,파워오투(애플키위) (48),500ml*24,24,895.8333,21499.9992,1291.6667,31000.0008,0.4419,0,0,0,0,,,
기본 대분류,음료-B동,농심,000460,54-101,파워오투(아이스베리)(48),500ml*24,24,1000,24000,1291.6667,31000.0008,0.2917,0,0,0,0,,,
기본 대분류,음료-B동,코카콜라,000461,31-13-05,파워에이드 퍼플스톰(메탈)600,600ml*20,20,925,18500,1100,22000,0.1892,0,0,0,0,,,
기본 대분류,음료-B동,코카콜라,000462,31-13-03,파워에이드600(54),600ml*20,20,1009.9,20198,1465,29300,0.4506,120,6,0,0,,,
기본 대분류,음료-B동,코카콜라,000463,31-13,파워에이드240(99/132),240ml*30,30,377.8667,11336.001,565.3333,16959.999,0.4961,-1170,-39,0,0,,,
기본 대분류,음료-B동,코카콜라,000464,31-13-01,파워에이드[뚱340] (88/100),340ml*24,24,548.6667,13168.0008,650,15600,0.1847,3000,125,0,0,,,
기본 대분류,음료-B동,코카콜라,000465,31-13-02,파워에이드 355 (PET),355ml*20,20,741.8554,14837.108,935,18700,0.2604,0,0,0,0,,,
기본 대분류,음료-B동,코카콜라,000466,31-16,파워에이드 1.5 (32),1.5L*12,12,1761.75,21141,2408.3333,28899.999599999996,0.367,1584,132,0,0,,,
기본 대분류,음료-B동,광동제약,000469,20-07-01,팁코오렌지500ml,500ml*12,12,1850,22200,2500,30000,0.3514,0,0,0,0,,,
기본 대분류,음료-B동,광동제약,000470,20-07-02,팁코브로콜리500lml,500ml*12,12,1850,22200,2191,26292,0.1843,0,0,0,0,,,
기본 대분류,음료-B동,동서식품,000471,24-072,티오피콜드브루아메리카노 275,275ml*20,20,840,16800,1000,20000,0.1905,0,0,0,0,,,
기본 대분류,음료-B동,동서식품,000472,24-073,티오피콜드브루스위트아메리카노 275,275ml*20,20,840,16800,1000,20000,0.1905,0,0,0,0,,,
기본 대분류,음료-B동,동서식품,000473,24-07-08,티오피초콜릿모카 275 (120),275ml*20,20,718,14360,800,16000,0.1142,0,0,0,0,,,
기본 대분류,음료-B동,동서식품,000474,24-36-01,티오피심플리스무스스위트240ml(펫),(240ml*20),20,922.5,18450,1100,22000,0.1924,0,0,0,0,,,
기본 대분류,음료-B동,동서식품,000475,24-36-02,티오피심플리스무스블랙240ml(펫),(240ml*20),20,922.5,18450,1100,22000,0.1924,0,0,0,0,,,
기본 대분류,음료-B동,동서식품,000476,24-36-08,동서티오피심플리스무스로스티블랙360ml(펫),(360ml*20),20,843.2,16864,1000,20000,0.186,0,0,0,0,,,
기본 대분류,음료-B동,동서식품,000477,24-36-07,동서티오피심플리스무스로스티라떼360ml(펫),(360ml*20),20,843.2,16864,1000,20000,0.186,0,0,0,0,,,
기본 대분류,음료-B동,동서식품,000478,24-36-06,티오피심플리스무스로스트티 블랙380캔,500*20,20,835,16700,1000,20000,0.1976,0,0,0,0,,,
기본 대분류,음료-B동,동서식품,000479,24-36-04,티오피심플리스무스로스트티 라떼380캔,380*20,20,835,16700,1000,20000,0.1976,0,0,,0,,,
기본 대분류,음료-B동,동서식품,000480,24-36,티오피심플리스무스라떼240ml(펫),(240ml*20),20,922.5,18450,1100,22000,0.1924,0,0,0,0,,,
기본 대분류,음료-B동,동서식품,000481,24-705,티오피시그니쳐블랙 275,275ml*20,20,700,14000,850,17000,0.2143,0,0,0,0,,,
기본 대분류,음료-B동,동서식품,000482,24-07-01,티오피스위트아메 275 (초록)(120),275ml*20,20,700,14000,900,18000,0.2857,0,0,0,0,,,
기본 대분류,음료-B동,동서식품,000483,24-06-09,티오피 더블랙200(6팩) (108),200ml*36,36,598.1389,21533.0004,705.5556,25400.0016,0.1796,7524,209,0,0,,,
기본 대분류,음료-B동,동서식품,000484,24-07,티오피마스터라떼 275 (노랑)(120),275ml*20,20,746.7,14934,900,18000,0.2053,0,0,0,0,,,
기본 대분류,음료-B동,동서식품,000485,24-07-03,티오피더블랙 275 (120),275ml*20,20,746.7,14934,900,18000,0.2053,60,3,0,0,,,
기본 대분류,음료-B동,동서식품,000486,24-08-01,동서티오피200스위트(144),200ml*30,30,456.1667,13685.001,600,18000,0.3153,0,0,0,0,,,
기본 대분류,음료-B동,동서식품,000487,24-08,동서티오피200마스터라떼(144),200ml*30,30,456.1667,13685.001,600,18000,0.3153,0,0,0,0,,,
기본 대분류,음료-B동,동서식품,000488,24-08-02,동서티오피200더블랙(144),200ml*30,30,456.1667,13685.001,600,18000,0.3153,90,3,0,0,,,
기본 대분류,음료-B동,동서식품,000489,24-06-08,티오피 스위트아메리카노200(6팩) (108),200ml*36,36,598.1389,21533.0004,705.5556,25400.0016,0.1796,9972,277,0,0,,,
기본 대분류,음료-B동,동서식품,000490,24-07-05,티오피 스모키블랙275(120),275ml*20,20,807.7,16154,1000,20000,0.2381,0,0,0,0,,,
기본 대분류,음료-B동,동서식품,000491,24-07-04,티오피 스모키라떼275(120),275ml*20,20,969.85,19397,1150,23000,0.1858,0,0,0,0,,,
기본 대분류,음료-B동,동서식품,000492,24-06-07,티오피 마스터라떼200(6팩) (108),200ml*36,36,598.1389,21533.0004,705.5556,25400.0016,0.1796,11520,320,0,0,,,
기본 대분류,세제외-A동,CJ제일제당,000493,45-12.,특선16호(제당),4셋트,1,20500,20500,28800,28800,0.4049,0,0,,0,,,
기본 대분류,음료-B동,롯데칠성음료,000495,27-94,트로피카나스파클링포도355/롯데칠성,355ml*24,24,460,11040,625,15000,0.3587,0,0,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,000496,27-93-04,트로피카나스파클링파인355/롯데칠성,355ml*24,24,433.3333,10399.9992,625,15000,0.4423,0,0,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,000497,27-94-01,트로피카나스파클링오렌지355/롯데칠성,355ml*24,24,433.3333,10399.9992,625,15000,0.4423,0,0,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,000498,27-93-02,트로피카나스파클링사과355/롯데칠성,355ml*24,24,458,10992,625,15000,0.3646,0,0,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,000499,27-93-03,트로피카나스파클링복숭아355/롯데칠성,355ml*24,24,433.3333,10399.9992,625,15000,0.4423,0,0,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,000500,27-94-03,트로피카나스파클링망고355/롯데칠성,355ml*24,24,433.3333,10399.9992,625,15000,0.4423,0,0,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,000501,27-17-02,트레비플레인 500 (77),500ml*20,20,736.35,14727,900,18000,0.2222,140,7,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,000502,27-2-02,트레비플레인 355,355ml*24,24,466.6667,11200.0008,541,12984,0.1593,0,0,,0,,,
기본 대분류,음료-B동,롯데칠성음료,000503,27-17-03,트레비자몽 500 (77),500ml*20,20,725,14500,980,19600,0.3517,0,0,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,000504,27-17-01,트레비레몬 500 (77),500ml*20,20,736.35,14727,900,18000,0.2222,100,5,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,000505,27-2-01,트레비레몬 355,355ml*24,24,441.2173,10589.2152,541,12984,0.2262,0,0,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,000506,27-17,트레비라임 500(77),500ml*20,20,736.35,14727,900,18000,0.2222,80,4,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,000507,27-2,트레비라임 355,355ml*24,24,466.6667,11200.0008,541,12984,0.1593,0,0,,0,,,
기본 대분류,음료-B동,롯데칠성음료,000508,27-2-03,트레비라임 300ml,300ml*20,20,468,9360,550,11000,0.1752,0,0,0,0,,,
기본 대분류,음료-B동,롯데칠성음료,000509,21-17-03,트레비(플레인)190ml/143,190ml*30,30,286.3667,8591.001,343,10290,0.1978,3840,128,0,0,,,
기본 대분류,음료-B동,동화약품,000512,52-32,튜립햄340,340g*24,24,1700,40800,2000,48000,0.1765,0,0,,0,,,
기본 대분류,음료-B동,동화약품,000513,52-33,튜립햄(A),1810*12,12,17800,213600,18500,222000,0.0393,0,0,,0,,,
기본 대분류,세제외-A동,기타,000518,54-24-03,톡톡 왕꿈틀이캔디 포도맛16g,(16g*12)*6,72,183.3333,13199.9976,208,14976,0.1345,0,0,0,0,,,
